name,tlid,symbol,tlname
CREDITACC,100478,CREDITACC,creditaccess-grameen-ltd
AUTOIND,136,AUTOIND,autoline-industries-ltd
TEJASNET,54898,TEJASNET,tejas-networks-ltd
12130133,3367523,12130133,bai-kakaji-polymers-ltd
JASH,87787,JASH,jash-engineering-ltd
SMIFS,2373,SMIFS,nexome-capital-markets-ltd
BNKCAP,2032,BNKCAP,quest-capital-markets-ltd
NOVARTIND,2090,NOVARTIND,novartis-india-ltd
NGLFINE,3082,NGLFINE,ngl-fine-chem-ltd
AAKAAR,3144972,AAKAAR,aakaar-medical-technologies-ltd
BLUESTONE,3211957,BLUESTONE,bluestone-jewellery-and-lifestyle-ltd
BHEL,189,BHEL,bharat-heavy-electricals-ltd
SUVEN,1336,SUVEN,suven-life-sciences-ltd
DHABRIYA,4091,DHABRIYA,dhabriya-polywood-ltd
TNPETRO,1404,TNPETRO,tamilnadu-petroproducts-ltd
BALGOPAL,4362,BALGOPAL,balgopal-commercial-ltd
KHADIM,65300,KHADIM,khadim-india-ltd
IMPEXFERRO,604,IMPEXFERRO,impex-ferro-tech-ltd
KMEW,445358,KMEW,knowledge-marine-engineering-works-ltd
FACORALL,3859,FACORALL,facor-alloys-ltd
NITTAGELA,2290,NITTAGELA,nitta-gelatin-india-ltd
KIRLFER,2056,KIRLFER,kirloskar-ferrous-industries-ltd
GTECJAINX,87757,GTECJAINX,g-tec-jainx-education-ltd
INDIANHUME,611,INDIANHUME,indian-hume-pipe-company-ltd
CITURGIBIO,82540,CITURGIBIO,citurgia-biochemicals-ltd
SUBROS,1302,SUBROS,subros-ltd
GIVO,3643,GIVO,meyer-apparel-ltd
541096,87748,541096,bharat-parenterals-ltd
PRIMECAB,3265152,PRIMECAB,prime-cable-industries-ltd
READYMIX,2964700,READYMIX,readymix-construction-machinery-ltd
13521268,3241495,13521268,karbonsteel-engineering-ltd
AMARJOTHI,69,AMARJOTHI,amarjothi-spinning-mills-ltd
OSWALPUMPS,3134742,OSWALPUMPS,oswal-pumps-ltd
GTV,4285,GTV,gtv-engineering-ltd
KABSON,4540,KABSON,kabsons-industries-ltd
15211070,2997454,15211070,nukleus-office-solutions-ltd
QLINE,3517656,QLINE,q-line-biotech-ltd
INTEGSW,4451,INTEGSW,integra-switchgear-ltd
FOSECOIND,425,FOSECOIND,foseco-india-ltd
PROMACT,3145,PROMACT,promact-plastics-ltd
ADFFOODS,29,ADFFOODS,adf-foods-ltd
IRISDOREME,113090,IRISDOREME,iris-clothings-ltd
JINDALSAW,676,JINDALSAW,jindal-saw-ltd
VARROC,93226,VARROC,varroc-engineering-ltd
MGEL,173441,MGEL,mangalam-global-enterprise-ltd
GILT5BETA,1993770,GILT5BETA,uti-nifty-5-year-benchmark-g-sec-etf
DCBBANK,311,DCBBANK,dcb-bank-ltd
RECLTD,1119,RECLTD,rec-ltd
POONAWALLA,813,POONAWALLA,poonawalla-fincorp-ltd
12520279,2964699,12520279,amwill-health-care-ltd
GALAPREC,2588225,GALAPREC,gala-precision-engineering-ltd
16691812,1698178,16691812,techknowgreen-solutions-ltd
PANKAJPOLY,3946,PANKAJPOLY,cdg-petchem-ltd
HDFCSML250,1375894,HDFCSML250,hdfc-nifty-smallcap-250-etf
STRGRENWO,3147,STRGRENWO,sterling-greenwoods-ltd
HDFCBANK,533,HDFCBANK,hdfc-bank-ltd
NPST,609381,NPST,network-people-services-technologies-ltd
ABCAPITAL,61684,ABCAPITAL,aditya-birla-capital-ltd
KIMS,555690,KIMS,krishna-institute-of-medical-sciences-ltd
AMRAPLIN,3115,AMRAPLIN,amrapali-industries-ltd
GVBL,4214,GVBL,genomic-valley-biotech-ltd
BIL,191,BIL,bhartiya-international-ltd
RITESHIN,2793,RITESHIN,ritesh-international-ltd
ZEELEARN,1538,ZEELEARN,zee-learn-ltd
VOLLF,2387,VOLLF,voltaire-leasing-finance-ltd
MUNISH,3276385,MUNISH,munish-forge-ltd
GROWWNET,3164131,GROWWNET,groww-nifty-india-internet-etf
ABSLAMC,674158,ABSLAMC,aditya-birla-sun-life-amc-ltd
541973,110311,541973,mac-hotels-ltd
DHARARAIL,3367527,DHARARAIL,dhara-rail-projects-ltd
VINYAS,1715908,VINYAS,vinyas-innovative-technologies-ltd
TEJASCARGO,2983157,TEJASCARGO,tejas-cargo-india-ltd
RAYMOND,1115,RAYMOND,raymond-ltd
16691684,571054,16691684,focus-business-solution-ltd
VGCL,4094,VGCL,vibrant-global-capital-ltd
SAMHI,1679657,SAMHI,samhi-hotels-ltd
EIHAHOTELS,362,EIHAHOTELS,eih-associated-hotels-ltd
GANESHHOU,438,GANESHHOU,ganesh-housing-ltd
WEL,152656,WEL,wonder-electricals-ltd
UMIYA-MRO,884,UMIYA-MRO,umiya-buildcon-ltd
CPS,1650516,CPS,cps-shapers-ltd
BELRISE,3104419,BELRISE,belrise-industries-ltd
RESPONIND,1134,RESPONIND,responsive-industries-ltd
RAPICUT,2076,RAPICUT,rapicut-carbides-ltd
VALSONQ,3337,VALSONQ,valson-industries-ltd
ASCOM,175069,ASCOM,ascom-leasing-investments-ltd
LAMOSAIC,2792137,LAMOSAIC,lamosaic-india-ltd
ESAFSFB,755503,ESAFSFB,esaf-small-finance-bank-ltd
SHEETAL,1812831,SHEETAL,sheetal-universal-ltd
MKTCREAT,3215,MKTCREAT,market-creators-ltd
JMDTELEFILM,2425,JMDTELEFILM,jmd-ventures-ltd
AXISCETF,648607,AXISCETF,axis-nifty-india-consumption-etf
PNCINFRA,1717,PNCINFRA,pnc-infratech-ltd
QUADPRO,664728,QUADPRO,quadpro-ites-ltd
DMART,53208,DMART,avenue-supermarts-ltd
SUDEEPPHRM,3335696,SUDEEPPHRM,sudeep-pharma-ltd
NITINSPIN,948,NITINSPIN,nitin-spinners-ltd
16691977,3272269,16691977,earkart-ltd
13010131,2258958,13010131,aztec-fluids-machinery-ltd
RVTH,2631328,RVTH,revathi-equipment-india-ltd
GALAGEX,3736,GALAGEX,galaxy-agrico-exports-ltd
FLYSBS,3197523,FLYSBS,flysbs-aviation-ltd
SARUPINDUS,2707,SARUPINDUS,sarup-industries-ltd
ONDOOR,1753938,ONDOOR,on-door-concepts-ltd
GODREJPROP,478,GODREJPROP,godrej-properties-ltd
KAMDHENU,741,KAMDHENU,kamdhenu-ltd
RAMCOCEM,1103,RAMCOCEM,the-ramco-cements-ltd
MOREALTY,2164546,MOREALTY,motilal-oswal-nifty-realty-etf
TRIOMERC,3944,TRIOMERC,trio-mercantile-trading-ltd
IRIS,71330,IRIS,iris-regtech-solutions-ltd
GLAXO,463,GLAXO,glaxosmithkline-pharmaceuticals-ltd
AGI,574,AGI,agi-greenpac-ltd
MOLDTECH,3118,MOLDTECH,mold-tek-technologies-ltd
SAMAY,3134741,SAMAY,samay-project-services-ltd
ADVANCE,3272271,ADVANCE,advance-agrolife-ltd
DANLAW,3815,DANLAW,danlaw-technologies-india-ltd
MANKIND,1436676,MANKIND,mankind-pharma-ltd
ZENITHDRUG,2041673,ZENITHDRUG,zenith-drugs-ltd
KECL,728,KECL,kirloskar-electric-company-ltd
12541944,3166792,12541944,asston-pharmaceuticals-ltd
NAM-INDIA,64356,NAM-INDIA,nippon-life-india-asset-management-ltd
542248,121890,542248,deccan-health-care-ltd
12190084,2947573,12190084,malpani-pipes-fittings-ltd
AKIKO,2355696,AKIKO,akiko-global-services-ltd
12170018,3110328,12170018,astonea-labs-ltd
SAFEENTP,3143500,SAFEENTP,safe-enterprises-retail-fixtures-ltd
GLXYENT,2273,GLXYENT,galaxy-supermarket-ltd
MENNPIS,3680,MENNPIS,menon-pistons-ltd
10670498,1880005,10670498,new-swan-multitech-ltd
GRPLTD,1566,GRPLTD,grp-ltd
NAVINFLUOR,914,NAVINFLUOR,navin-fluorine-international-ltd
AARNAV,4314,AARNAV,aarnav-fashions-ltd
STANDARD,82283,STANDARD,standard-surfactants-ltd
BCCFUBA,2751,BCCFUBA,bcc-fuba-india-ltd
503663,83399,503663,tilak-ventures-ltd
YUKEN,2883,YUKEN,yuken-india-ltd
KSL,773,KSL,kalyani-steels-ltd
CPCAP,239,CPCAP,cp-capital-ltd
AMBAR,82358,AMBAR,ambar-protein-industries-ltd
LICI,829878,LICI,life-insurance-corporation-of-india
SRGHFL,3935,SRGHFL,srg-housing-finance-ltd
543225,326256,543225,data-infrastructure-trust
DDEVPLSTIK,978220,DDEVPLSTIK,ddev-plastiks-industries-ltd
HDFCSENSEX,1884,HDFCSENSEX,hdfc-bse-sensex-etf
MHRIL,860,MHRIL,mahindra-holidays-resorts-india-ltd
AMIABLE,1114734,AMIABLE,amiable-logistic-india-ltd
CARYSIL,3001,CARYSIL,carysil-ltd
MOLDTKPAC,1577,MOLDTKPAC,mold-tek-packaging-ltd
ISIBARS,2622,ISIBARS,india-homes-ltd
ADINATH,2671,ADINATH,adinath-textiles-ltd
CCL,243,CCL,ccl-products-india-ltd
SEITINVIT,1897653,SEITINVIT,sustainable-energy-infra-trust
MADSUDIND,2723,MADSUDIND,madhusudan-industries-ltd
BAKELHYLAM,82356,BAKELHYLAM,sanathnagar-enterprises-ltd
TATACOMM,1357,TATACOMM,tata-communications-ltd
LXMIATO,2217,LXMIATO,lakshmi-engineering-and-warehousing-ltd
WAAREERTL,3931,WAAREERTL,waaree-renewable-technologies-ltd
TIRUPATI,87746,TIRUPATI,shree-tirupati-balajee-fibc-ltd
16550692,1544935,16550692,asarfi-hospital-ltd
UDS,1712499,UDS,updater-services-ltd
11625333,307948,11625333,veer-global-infraconstruction-ltd
MOSMALL250,2164547,MOSMALL250,motilal-oswal-nifty-smallcap-250-etf
DOLLAR,71280,DOLLAR,dollar-industries-ltd
504648,83514,504648,bombay-wire-ropes-ltd
YATRA,1690560,YATRA,yatra-online-ltd
ANUBHAV,4113,ANUBHAV,kaizen-agro-infrabuild-ltd
ESARIND,3604,ESARIND,esaar-india-ltd
GOCOLORS,728986,GOCOLORS,go-fashion-india-ltd
TRANSTEEL,1767396,TRANSTEEL,transteel-seating-technologies-ltd
HEALTHX,862,HEALTHX,health-x-platform-ltd
GRCL,1327404,GRCL,gayatri-rubbers-and-chemicals-ltd
TTKHLTCARE,1420,TTKHLTCARE,ttk-healthcare-ltd
SANCTRN,2919,SANCTRN,sanco-trans-ltd
17270031,3274326,17270031,zelio-e-mobility-ltd
TRIMURTHI,3984,TRIMURTHI,novelix-pharmaceuticals-ltd
BULKCORP,2470255,BULKCORP,bulkcorp-international-ltd
SAKAR,87850,SAKAR,sakar-healthcare-ltd
13090140,1023084,13090140,virtuoso-optoelectronics-ltd
ABCGAS,2609,ABCGAS,onix-solar-energy-ltd
HOMEFIRST,407835,HOMEFIRST,home-first-finance-company-india-ltd
CJGEL,2322,CJGEL,cj-gelatine-products-ltd
VBIND,4189,VBIND,v-b-industries-ltd
VANTA,82707,VANTA,vanta-bioscience-ltd
PGINVIT,481511,PGINVIT,powergrid-infrastructure-investment-trust
ARROWGREEN,1726,ARROWGREEN,arrow-greentech-ltd
SAUMYA,4217,SAUMYA,saumya-consultants-ltd
13193086,1833302,13193086,benchmark-computer-solutions-ltd
AXISBANK,140,AXISBANK,axis-bank-ltd
GALXBRG,3094,GALXBRG,galaxy-bearings-ltd
13193250,3160722,13193250,meta-infotech-ltd
CHALET,127257,CHALET,chalet-hotels-ltd
SMALLCAP,2033689,SMALLCAP,mirae-asset-nifty-smallcap-250-momentum-quality-100-etf
12310681,2853305,12310681,hamps-bio-ltd
MINDSPACE,250865,MINDSPACE,mindspace-business-parks-reit
SANOFI,1182,SANOFI,sanofi-india-ltd
GRANDOAK,2987,GRANDOAK,grand-oak-canyons-distillery-ltd
PRIMEPRO,3371,PRIMEPRO,prime-property-development-corporation-ltd
DEEPAKFERT,317,DEEPAKFERT,deepak-fertilisers-petrochemicals-corporation-ltd
14610173,3161385,14610173,cryogenic-ogs-ltd
BIMETAL,194,BIMETAL,bimetal-bearings-ltd
LANCER,4367,LANCER,lancer-container-lines-ltd
INDHOTEL,606,INDHOTEL,indian-hotels-company-ltd
CONSUMER,2899770,CONSUMER,mirae-asset-nifty-india-new-age-consumption-etf
UNQTYMI,3197,UNQTYMI,union-quality-plastics-ltd
CITIPOR,3512,CITIPOR,citi-port-financial-services-ltd
KWIL,3428495,KWIL,kwality-wall-s-india-ltd
BELLACASA,4264,BELLACASA,bella-casa-fashion-retail-ltd
JSWCEMENT,3207674,JSWCEMENT,jsw-cement-ltd
RACLGEAR,2830,RACLGEAR,racl-geartech-ltd
GOLECHA,3561,GOLECHA,golechha-global-finance-ltd
16490968,140644,16490968,aayush-art-and-bullion-ltd
SGFIN,4211,SGFIN,sg-finserve-ltd
16692011,3380473,16692011,gabion-technologies-india-ltd
LT,800,LT,larsen-toubro-ltd
SML100CASE,3257271,SML100CASE,zerodha-nifty-smallcap-100-etf
JSWENERGY,697,JSWENERGY,jsw-energy-ltd
AGARWALEYE,2949904,AGARWALEYE,dr-agarwals-health-care-ltd
ORTINGLOBE,1765,ORTINGLOBE,ortin-global-ltd
OVOBELE,52890,OVOBELE,ovobel-foods-ltd
11550139,857360,11550139,dhyaani-tradeventures-ltd
ORBTEXP,979,ORBTEXP,orbit-exports-ltd
AGARIND,38,AGARIND,agarwal-industrial-corporation-ltd
PENIND,1020,PENIND,pennar-industries-ltd
UNIVSTAR,3022,UNIVSTAR,universal-starch-chem-allied-ltd
543229,350052,543229,samrat-forgings-ltd
SBCL,2607,SBCL,shivalik-bimetal-controls-ltd
MAHAANF,2829,MAHAANF,lake-shore-realty-ltd
ANYA,2872600,ANYA,anya-polytech-fertilizers-ltd
HEXT,2974675,HEXT,hexaware-technologies-ltd
NITCO,945,NITCO,nitco-ltd
AMBIKCO,70,AMBIKCO,ambika-cotton-mills-ltd
SGRL,71332,SGRL,shree-ganesh-remedies-ltd
ARCEEIN,2833,ARCEEIN,arcee-industries-ltd
BLOOM,3113,BLOOM,bloom-dekor-ltd
VIRATCRA,2816,VIRATCRA,virat-crane-industries-ltd
JTLIND,3930,JTLIND,jtl-industries-ltd
MONIFTY500,1739259,MONIFTY500,motilal-oswal-nifty-500-etf
INOXINDIA,1830843,INOXINDIA,inox-india-ltd
RUBYMILLS,1154,RUBYMILLS,ruby-mills-ltd
AKSHARCHEM,3051,AKSHARCHEM,aksharchem-india-ltd
PACEDIGITK,3271025,PACEDIGITK,pace-digitek-ltd
DIACABS,331,DIACABS,diamond-power-infrastructure-ltd
DIGGI,83084,DIGGI,diggi-multitrade-ltd
GINNIFILA,457,GINNIFILA,ginni-filaments-ltd
INTERNET,3172583,INTERNET,mirae-asset-nifty-india-internet-etf
INDIGOPNTS,402502,INDIGOPNTS,indigo-paints-ltd
PARAS,665815,PARAS,paras-defence-and-space-technologies-ltd
CCCL,242,CCCL,consolidated-construction-consortium-ltd
RAJABAH,2138,RAJABAH,raja-bahadur-international-ltd
LLOYDSENT,2583,LLOYDSENT,lloyds-enterprises-ltd
CRAFTSMAN,445359,CRAFTSMAN,craftsman-automation-ltd
HARDCAS,2405,HARDCAS,hardcastle-waud-manufacturing-company-ltd
KIRANSY-B,3333,KIRANSY-B,kiran-syntex-ltd
COSMOFIRST,286,COSMOFIRST,cosmo-first-ltd
KRYSTAL,2123980,KRYSTAL,krystal-integrated-services-ltd
CITIUSINVT,3480687,CITIUSINVT,citius-transnet-investment-trust
RIIL,1137,RIIL,reliance-industrial-infrastructure-ltd
INTSTOIL,3296,INTSTOIL,inter-state-oil-carrier-ltd
M&MFIN,808,M&MFIN,mahindra-mahindra-financial-services-ltd
HIGHENE,2168,HIGHENE,high-energy-batteries-india-ltd
BNL,4309,BNL,agribio-spirits-ltd
INTEGRITY,3095948,INTEGRITY,integrity-infrabuild-developers-ltd
ELGIEQUIP,371,ELGIEQUIP,elgi-equipments-ltd
SAHLIBHFI,2507,SAHLIBHFI,shalibhadra-finance-ltd
TPLPLASTEH,1725,TPLPLASTEH,tpl-plastech-ltd
LLOYDSME,2582,LLOYDSME,lloyds-metals-energy-ltd
JITFINFRA,61524,JITFINFRA,jitf-infralogistics-ltd
CENTRALBK,250,CENTRALBK,central-bank-of-india
SBIN,1193,SBIN,state-bank-of-india
MULLER,2108,MULLER,muller-phipps-india-ltd
MONQ50,755417,MONQ50,motilal-oswal-nasdaq-q-50-etf
WONDERLA,1528,WONDERLA,wonderla-holidays-ltd
KEMP,2289,KEMP,kemp-company-ltd
SCPL,71335,SCPL,sheetal-cool-products-ltd
ZODIACLOTH,1546,ZODIACLOTH,zodiac-clothing-company-ltd
NATPLASTI,3535,NATPLASTI,national-plastic-technologies-ltd
SMCGLOBAL,433920,SMCGLOBAL,smc-global-securities-ltd
12541687,850386,12541687,achyut-healthcare-ltd
SUNCLAY,1643659,SUNCLAY,sundaram-clayton-ltd
NDRINVIT,2049001,NDRINVIT,ndr-invit-trust
PARADEEP,895889,PARADEEP,paradeep-phosphates-ltd
FMNL,423,FMNL,future-market-networks-ltd
SUCROSA,3415,SUCROSA,super-crop-safe-ltd
EMMVEE,3321511,EMMVEE,emmvee-photovoltaic-power-ltd
COHANCE,191143,COHANCE,cohance-lifesciences-ltd
SUYOG,4007,SUYOG,suyog-telematics-ltd
13521230,2896032,13521230,fabtech-technologies-cleanrooms-ltd
GNFC,473,GNFC,gujarat-narmada-valley-fertilizers-chemicals-ltd
ENTERO,2014175,ENTERO,entero-healthcare-solutions-ltd
VIVANZA,3248,VIVANZA,vivanza-biosciences-ltd
PARAMPARA,87872,PARAMPARA,parampara-dairy-delights-ltd
GILT10BETA,1993768,GILT10BETA,uti-nifty-10-year-benchmark-g-sec-etf
16491138,3513272,16491138,harikanta-overseas-ltd
NATPEROXID,2065,NATPEROXID,naperol-investments-ltd
13521252,3399009,13521252,shayona-engineering-ltd
IBLFL,1876104,IBLFL,ibl-finance-ltd
INDAG,2396,INDAG,indag-rubber-ltd
HSCL,529,HSCL,himadri-speciality-chemical-ltd
USHAFIN,2723025,USHAFIN,usha-financial-services-ltd
GANESHIN,2805060,GANESHIN,ganesh-infraworld-ltd
15050159,3257959,15050159,jd-cables-ltd
BLUECHIP,206,BLUECHIP,blue-chip-india-ltd
REXNORD,3728,REXNORD,rexnord-electronics-and-controls-ltd
15160030,3385845,15160030,gre-renew-enertech-ltd
11290694,3445233,11290694,elfin-agro-india-ltd
WEALTH,87800,WEALTH,wealth-first-portfolio-managers-ltd
SPANDANA,155461,SPANDANA,spandana-sphoorty-financial-ltd
GMBREW,470,GMBREW,g-m-breweries-ltd
NIBE,3950,NIBE,nibe-ltd
LGBBROSLTD,787,LGBBROSLTD,lg-balakrishnan-bros-ltd
THEMISMED,1386,THEMISMED,themis-medicare-ltd
GROWW,3313690,GROWW,billionbrains-garage-ventures-ltd
RELIABLE,87786,RELIABLE,reliable-data-services-ltd
GSEC10ABSL,2641311,GSEC10ABSL,aditya-birla-sun-life-crisil-10-year-gilt-etf
HPTL,2988135,HPTL,hp-telecom-india-ltd
SIKA,2960,SIKA,sika-interplant-systems-ltd
BAJAJCON,145,BAJAJCON,bajaj-consumer-care-ltd
AVG,87856,AVG,avg-logistics-ltd
DEEM,2056672,DEEM,deem-roll-tech-ltd
LICNETFSEN,4288,LICNETFSEN,lic-mf-exchange-traded-fund-sensex
ABGSEC,2430523,ABGSEC,aditya-birla-sun-life-crisil-broad-based-gilt-etf
QFIL,1392448,QFIL,quality-foils-india-ltd
KPRMILL,764,KPRMILL,kpr-mill-ltd
UNIONBANK,1447,UNIONBANK,union-bank-of-india
ASHNOOR,2343,ASHNOOR,ashnoor-textile-mills-ltd
STEELXIND,3943,STEELXIND,steel-exchange-india-ltd
RELSENSEX,4084,RELSENSEX,nippon-india-etf-s-p-bse-sensex
INTERARCH,2534275,INTERARCH,interarch-building-solutions-ltd
EASTBUILD,2348,EASTBUILD,east-buildtech-ltd
SIYSIL,1249,SIYSIL,siyaram-silk-mills-ltd
SYNTHFO,2618,SYNTHFO,belding-india-ltd
MUFIN,166312,MUFIN,mufin-green-finance-ltd
SCODATUBES,3113227,SCODATUBES,scoda-tubes-ltd
KFBL,2317,KFBL,kothari-fermentation-biochem-ltd
KALAMANDIR,1698176,KALAMANDIR,sai-silks-kalamandir-ltd
SMARTLINK,1256,SMARTLINK,smartlink-holdings-ltd
17080273,3363909,17080273,dachepalli-publishers-ltd
KARNAVATI,4142,KARNAVATI,karnavati-finance-ltd
POLYCAB,139599,POLYCAB,polycab-india-ltd
ASITCFIN,3379,ASITCFIN,asit-c-mehta-financial-services-ltd
PANKAJPO,3532,PANKAJPO,pankaj-polymers-ltd
SANDESH,1177,SANDESH,sandesh-ltd
GUJINTRX,2760,GUJINTRX,gujarat-intrux-ltd
ISTRNETWK,3056,ISTRNETWK,istreet-network-ltd
SHREEJISPG,3214018,SHREEJISPG,shreeji-shipping-global-ltd
ASPINWALL,71268,ASPINWALL,aspinwall-and-company-ltd
20MICRONS,8,20MICRONS,20-microns-ltd
SHOPERSTOP,1225,SHOPERSTOP,shoppers-stop-ltd
KICL,740,KICL,kalyani-investment-company-ltd
AUSL,2612460,AUSL,aditya-ultra-steel-ltd
MS,82499,MS,swadha-nature-ltd
INDOCO,614,INDOCO,indoco-remedies-ltd
SUNILTX,2868,SUNILTX,sunil-industries-ltd
SCC,4117,SCC,scintilla-commercial-credit-ltd
DHRUVCA,3514,DHRUVCA,dhruva-capital-services-ltd
BSE500IETF,382126,BSE500IETF,icici-prudential-bse-500-etf
ALPHA,748068,ALPHA,kotak-nifty-alpha-50-etf
TIIL,1393,TIIL,technocraft-industries-india-ltd
LODHA,460813,LODHA,lodha-developers-ltd
SURYODAY,447586,SURYODAY,suryoday-small-finance-bank-ltd
SAICAPI,4476,SAICAPI,sai-capital-ltd
CEWATER,2866112,CEWATER,concord-enviro-systems-ltd
ROLLT,2125,ROLLT,rollatainers-ltd
DECNGOLD,2528,DECNGOLD,deccan-gold-mines-ltd
PICTUREHS,3825,PICTUREHS,picturehouse-media-ltd
MAJESAUT,2061,MAJESAUT,majestic-auto-ltd
PRIMAPLA,3355,PRIMAPLA,prima-plastics-ltd
15110522,3286109,15110522,sk-minerals-additives-ltd
ESHAMEDIA,3522,ESHAMEDIA,esha-media-research-ltd
FIVESTAR,1114733,FIVESTAR,five-star-business-finance-ltd
NIMBSPROJ,2496,NIMBSPROJ,nimbus-projects-ltd
NAPL,4141,NAPL,naturite-agro-products-ltd
SOUTHBANK,1270,SOUTHBANK,south-indian-bank-ltd
STEELCAS,2641,STEELCAS,steel-cast-ltd
SENSEXETF,1739258,SENSEXETF,mirae-asset-s-p-bse-sensex-etf
MORARKFI,2463,MORARKFI,morarka-finance-ltd
SANSTAR,2444060,SANSTAR,sanstar-ltd
EMMBI,377,EMMBI,emmbi-industries-ltd
SHANKARA,53325,SHANKARA,shankara-building-products-ltd
DCM,312,DCM,dcm-ltd
YATHARTH,1565404,YATHARTH,yatharth-hospital-trauma-care-services-ltd
DHINDIA,2780,DHINDIA,d-h-india-ltd
WANBURY,1510,WANBURY,wanbury-ltd
GREENCREST,3683,GREENCREST,greencrest-financial-services-ltd
ALPHAETF,1750067,ALPHAETF,mirae-asset-nifty-200-alpha-30-etf
IKS,2842042,IKS,inventurus-knowledge-solutions-ltd
DAULAT,3274,DAULAT,daulat-securities-ltd
SPEB,3344370,SPEB,speb-adhesives-ltd
16691976,3513848,16691976,vegorama-punjabi-angithi-ltd
PRINCEPIPE,177142,PRINCEPIPE,prince-pipes-fittings-ltd
LANDMARK,1241144,LANDMARK,landmark-cars-ltd
MAHABIR,4170,MAHABIR,ganesha-ecoverse-ltd
KRN,2656551,KRN,krn-heat-exchanger-and-refrigeration-ltd
GROWWNIFTY,3191382,GROWWNIFTY,groww-nifty-50-etf
NAVKARCORP,1775,NAVKARCORP,navkar-corporation-ltd
MAHLOG,65007,MAHLOG,mahindra-logistics-ltd
MAHICKRA,87742,MAHICKRA,mahickra-chemicals-ltd
SATIN,1768,SATIN,satin-creditcare-network-ltd
NIFTYETF,382147,NIFTYETF,mirae-asset-nifty-50-etf
VISHWAS,2153411,VISHWAS,vishwas-agri-seeds-ltd
LICHSGFIN,790,LICHSGFIN,lic-housing-finance-ltd
PNBGILTS,1049,PNBGILTS,pnb-gilts-ltd
PAYTM,712312,PAYTM,one97-communications-ltd
530547,83490,530547,ken-financial-services-ltd
CUB,295,CUB,city-union-bank-ltd
GRAVISSHO,2403,GRAVISSHO,graviss-hospitality-ltd
OMNITEX,2696,OMNITEX,omnitex-industries-india-ltd
NIACL,65182,NIACL,the-new-india-assurance-company-ltd
SCANPGEOM,3156,SCANPGEOM,sgl-resources-ltd
FILME,3599,FILME,filmcity-media-ltd
SURATEX,3279,SURATEX,surat-trade-and-mercantile-ltd
SHIVMED,3052,SHIVMED,bandaram-pharma-packtech-ltd
RAPPID,2653114,RAPPID,rappid-valves-india-ltd
STEL,1294,STEL,stel-holdings-ltd
INDPRUD,2099,INDPRUD,industrial-prudential-investment-company-ltd
VAPIPPR,2129,VAPIPPR,vapi-enterprise-ltd
CHETANA,2452575,CHETANA,chetana-education-ltd
SHILCTECH,3495,SHILCTECH,shilchar-technologies-ltd
MOALPHA50,3175650,MOALPHA50,motilal-oswal-nifty-alpha-50-etf
UNITDSPR,851,UNITDSPR,united-spirits-ltd
ADANIGREEN,93115,ADANIGREEN,adani-green-energy-ltd
VIKRAN,3226637,VIKRAN,vikran-engineering-ltd
12070208,3403090,12070208,accretion-nutraveda-ltd
KARURVYSYA,721,KARURVYSYA,karur-vysya-bank-ltd
MODTHREAD,83444,MODTHREAD,modern-threads-india-ltd
TRAVELFOOD,3157934,TRAVELFOOD,travel-food-services-ltd
BNRUDY,3397,BNRUDY,bnr-udyog-ltd
NIF100IETF,1614,NIF100IETF,icici-prudential-nifty-100-etf
BROOKS,222,BROOKS,brooks-laboratories-ltd
POLYPLEX,1054,POLYPLEX,polyplex-corporation-ltd
PHRMASI,2961,PHRMASI,phaarmasia-ltd
GESHIP,452,GESHIP,great-eastern-shipping-company-ltd
DBSTOCKBRO,310,DBSTOCKBRO,db-international-stock-brokers-ltd
IFINSEC,3969,IFINSEC,india-finsec-ltd
INDIANCARD,610,INDIANCARD,the-indian-card-clothing-company-ltd
CYIENTDLM,1513580,CYIENTDLM,cyient-dlm-ltd
13192710,182669,13192710,tranway21-technologies-ltd
PARTH,3197522,PARTH,parth-electricals-engineering-ltd
SUPERHOUSE,1320,SUPERHOUSE,superhouse-ltd
TRIDENT,1415,TRIDENT,trident-ltd
AEROFLEX,1617407,AEROFLEX,aeroflex-industries-ltd
KULKPOWT,2216,KULKPOWT,kpt-industries-ltd
DIGJAMLMTD,4736,DIGJAMLMTD,digjam-ltd
MEDIORG,2350516,MEDIORG,medicamen-organics-ltd
BEARDSELL,172,BEARDSELL,beardsell-ltd
KAMATHOTEL,714,KAMATHOTEL,kamat-hotels-india-ltd
SVLL,97149,SVLL,shree-vasu-logistics-ltd
SENSEXADD,1592865,SENSEXADD,dsp-bse-sensex-etf
ASKAUTOLTD,1776576,ASKAUTOLTD,ask-automotive-ltd
PRUDENT,888523,PRUDENT,prudent-corporate-advisory-services-ltd
AFIL,2350517,AFIL,akme-fintrade-india-ltd
MISHKA,4219,MISHKA,mishka-exim-ltd
MOTISONS,1830844,MOTISONS,motisons-jewellers-ltd
EIHOTEL,363,EIHOTEL,eih-ltd
NARMADA,97161,NARMADA,narmada-agrobase-ltd
DEEDEV,83147,DEEDEV,dee-development-engineers-ltd
ZTECH,2301577,ZTECH,z-tech-india-ltd
KRMAYURVED,3396101,KRMAYURVED,krm-ayurveda-ltd
AURIONPRO,131,AURIONPRO,aurionpro-solutions-ltd
WSTCSTPAPR,1530,WSTCSTPAPR,west-coast-paper-mills-ltd
11290566,219554,11290566,natural-biocon-india-ltd
