name,tlid,symbol,tlname
PEERABASAN,2451,PEERABASAN,shristi-infrastructure-development-corporation-ltd
YURANUS,3997,YURANUS,yuranus-infrastructure-ltd
PREMCO,3312,PREMCO,premco-global-ltd
JYOTISTRUC,707,JYOTISTRUC,jyoti-structures-ltd
RESTILE,2725,RESTILE,restile-ceramics-ltd
DEEPINDS,476084,DEEPINDS,deep-industries-ltd
ABHAPOWER,2805063,ABHAPOWER,abha-power-and-steel-ltd
GOPALA,3182,GOPALA,hcp-plastene-bulkpack-ltd
DCMSHRIRAM,313,DCMSHRIRAM,dcm-shriram-ltd
BSELINFRA,223,BSELINFRA,bsel-algo-ltd
ORISSAMINE,990,ORISSAMINE,the-orissa-minerals-development-company-ltd
AWL,755501,AWL,awl-agri-business-ltd
NIRMAN,1395859,NIRMAN,nirman-agri-genetics-ltd
14610180,3271027,14610180,ameenji-rubber-ltd
SNOWMAN,1260,SNOWMAN,snowman-logistics-ltd
ABMKNO,3480,ABMKNO,abm-knowledgeware-ltd
DRCSYSTEMS,444778,DRCSYSTEMS,drc-systems-india-ltd
14620248,1665480,14620248,kahan-packaging-ltd
16090117,1803547,16090117,deepak-chemtex-ltd
APCL,2789,APCL,anjani-portland-cement-ltd
FERVENTSYN,3918,FERVENTSYN,fervent-synergies-ltd
SATIPOLY,2422532,SATIPOLY,sati-poly-plast-ltd
VGINFOTECH,3092797,VGINFOTECH,virtual-galaxy-infotech-ltd
11290633,1486747,11290633,sonalis-consumer-products-ltd
EMULTIMQ,2716866,EMULTIMQ,edelweiss-nifty500-multicap-momentum-quality-50-etf
VINTAGES,3454,VINTAGES,vintage-securities-ltd
CHEMPLASTS,623875,CHEMPLASTS,chemplast-sanmar-ltd
BOSS,2586586,BOSS,boss-packaging-solutions-ltd
BISIL,3660,BISIL,karnawati-innovation-ltd
544308,2882794,544308,hilltone-software-gases-ltd
SARTHAKGL,3440,SARTHAKGL,sarthak-global-ltd
SUBAHOTELS,3273761,SUBAHOTELS,suba-hotels-ltd
DYNAMATECH,351,DYNAMATECH,dynamatic-technologies-ltd
MANINFRA,834,MANINFRA,man-infraconstruction-ltd
PCJEWELLER,1014,PCJEWELLER,pc-jeweller-ltd
DPEL,2979,DPEL,divine-power-energy-ltd
KIRLOSELEC,2057,KIRLOSELEC,envair-electrodyne-ltd
KINETRU,3529,KINETRU,kinetic-trust-ltd
METAL,2671248,METAL,mirae-asset-nifty-metal-etf
503641,83491,503641,zodiac-ventures-ltd
LACTOSE,3006,LACTOSE,lactose-india-ltd
VIKASLIFE,143569,VIKASLIFE,vikas-lifecare-ltd
BAJAJHIND,148,BAJAJHIND,bajaj-hindusthan-sugar-ltd
AWFIS,2278178,AWFIS,awfis-space-solutions-ltd
MMRUBBR-B,2397,MMRUBBR-B,m-m-rubber-company-ltd
DECPO,3758,DECPO,deccan-polypacks-ltd
VSTL,2018968,VSTL,vibhor-steel-tubes-ltd
XCHANGING,1532,XCHANGING,xchanging-solutions-ltd
EMERALD,4129,EMERALD,emerald-finance-ltd
EUROBOND,746928,EUROBOND,euro-panel-products-ltd
WOL3D,2653117,WOL3D,wol-3d-india-ltd
NHCFOODS,2785,NHCFOODS,nhc-foods-ltd
OJASASSET,4073,OJASASSET,toyam-sports-ltd
JKPAPER,686,JKPAPER,jk-paper-ltd
PWASML,3584,PWASML,prakash-woollen-synthetic-mills-ltd
NIDAN,708065,NIDAN,nidan-laboratories-and-healthcare-ltd
KEYCORP,2353,KEYCORP,key-corp-ltd
PVVINFRA,3987,PVVINFRA,pvv-infra-ltd
ECLERX,356,ECLERX,eclerx-services-ltd
GODREJAGRO,62812,GODREJAGRO,godrej-agrovet-ltd
REPL,98472,REPL,rudrabhishek-enterprises-ltd
RAMAPPR-B,2074,RAMAPPR-B,raama-paper-mills-ltd
PCCL,2365670,PCCL,petro-carbon-and-chemicals-ltd
KALANA,2656552,KALANA,kalana-ispat-ltd
VEEKAYEM,986558,VEEKAYEM,veekayem-fashion-and-apparels-ltd
11290670,3263742,11290670,dsm-fresh-foods-ltd
FSL,428,FSL,firstsource-solutions-ltd
PANCARBON,999,PANCARBON,panasonic-carbon-india-co-ltd
SIMPLXPAP,3891,SIMPLXPAP,simplex-papers-ltd
JINDALPOLY,675,JINDALPOLY,jindal-poly-films-ltd
ROLCOEN,2249,ROLCOEN,rolcon-engineering-company-ltd
HANSUGAR,4514,HANSUGAR,shree-hanuman-sugar-industries-ltd
16070373,1770399,16070373,mish-designs-ltd
RAJOOENG,2899,RAJOOENG,rajoo-engineers-ltd
FLORATX,3375,FLORATX,anirit-ventures-ltd
ALICON,56,ALICON,alicon-castalloy-ltd
CENTEXT,249,CENTEXT,century-extrusions-ltd
CEETAIN,2679,CEETAIN,ceeta-industries-ltd
KGPETRO,3640,KGPETRO,kg-petrochem-ltd
RICHIRICH,2799,RICHIRICH,kisaan-parivar-industries-ltd
CAPRO,2318,CAPRO,caprolactam-chemicals-ltd
FONEBOX,1924503,FONEBOX,fonebox-retail-ltd
MUKANDLTD,891,MUKANDLTD,mukand-ltd
MODCL,4350,MODCL,modern-engineering-projects-ltd
OSWALAGRO,2068,OSWALAGRO,oswal-agro-mills-ltd
SELLWIN,4126,SELLWIN,sellwin-traders-ltd
PUROHITCON,4154,PUROHITCON,purohit-construction-ltd
SYSTMTXC,3149,SYSTMTXC,systematix-corporate-services-ltd
ORIENTPPR,988,ORIENTPPR,orient-paper-industries-ltd
SEPC,1233,SEPC,sepc-ltd
XELPMOC,126482,XELPMOC,xelpmoc-design-and-tech-ltd
ADDIND,2341,ADDIND,addi-industries-ltd
OCTAL,4132,OCTAL,octal-credit-capital-ltd
PML,4181,PML,paul-merchants-ltd
AUTORIDERS,82934,AUTORIDERS,autoriders-international-ltd
HNGSNGBEES,1597,HNGSNGBEES,nippon-india-etf-hang-seng-bees
HMAAGRO,1495023,HMAAGRO,hma-agro-industries-ltd
LYPSAGEMS,806,LYPSAGEMS,lypsa-gems-jewellery-ltd
AVONMORE,2469,AVONMORE,avonmore-capital-management-services-ltd
PASHUPATI,87818,PASHUPATI,pashupati-cotspin-ltd
GOPAIST,3737,GOPAIST,castora-agri-commodities-ltd
SRTL,3431066,SRTL,shree-ram-twistex-ltd
THEINVEST,3238,THEINVEST,the-investment-trust-of-india-ltd
DCAL,64761,DCAL,dishman-carbogen-amcis-ltd
MCL,87810,MCL,madhav-copper-ltd
TRUST,2163920,TRUST,trust-fintech-ltd
ASIANHOTNR,116,ASIANHOTNR,asian-hotels-north-ltd
EIDPARRY,361,EIDPARRY,eid-parry-india-ltd
DOLATALGO,2225,DOLATALGO,dolat-algotech-ltd
IECEDU,3711,IECEDU,iec-education-ltd
UMIYA,4357,UMIYA,umiya-tubes-ltd
HGM,573,HGM,handson-global-management-hgm-ltd
FRACTAL,3418433,FRACTAL,fractal-analytics-ltd
VIRTUALS,3468,VIRTUALS,kati-patang-lifestyle-ltd
TRIJAL,3655,TRIJAL,abate-as-industries-ltd
JKAGRI,3983,JKAGRI,jk-agri-genetics-ltd
JUNCTION,4215,JUNCTION,garment-mantra-lifestyle-ltd
TFSL,4282,TFSL,typhoon-financial-services-ltd
HILINFRA,3196801,HILINFRA,highway-infrastructure-ltd
GROMO,82627,GROMO,prismx-global-ventures-ltd
13193342,3347434,13193342,methodhub-software-ltd
518053,83329,518053,sri-chakra-cement-ltd
TRACXN,758704,TRACXN,tracxn-technologies-ltd
JSWHL,698,JSWHL,jsw-holdings-ltd
ZPPOLYSA,2917,ZPPOLYSA,cropster-agro-ltd
12060150,848359,12060150,bhatia-colour-chem-ltd
USASEEDS,978434,USASEEDS,upsurge-seeds-of-agriculture-ltd
METALIETF,2504970,METALIETF,icici-prudential-nifty-metal-etf
EXCELINDUS,402,EXCELINDUS,excel-industries-ltd
INDOWIND,619,INDOWIND,indowind-energy-ltd
JACKSON,4043,JACKSON,jackson-investments-ltd
ASHFL,4164,ASHFL,star-housing-finance-ltd
INDINFO,2391,INDINFO,indian-infotech-software-ltd
APEX,59329,APEX,apex-frozen-foods-ltd
ITADD,1516025,ITADD,dsp-nifty-it-etf
TECILCHEM,82353,TECILCHEM,tecil-chemicals-hydro-power-ltd
SGBJUN27,2450158,SGBJUN27,2-50-goldbonds2027sr-i
GGENG,61535,GGENG,g-g-engineering-ltd
APLAPOLLO,91,APLAPOLLO,apl-apollo-tubes-ltd
IT,496671,IT,kotak-nifty-it-etf
NESCO,929,NESCO,nesco-ltd
SEYAIND,3015,SEYAIND,seya-industries-ltd
CENLUB,2898,CENLUB,cenlub-industries-ltd
HARAFIN,4467,HARAFIN,haryana-financial-corporation
TECH,701608,TECH,aditya-birla-sun-life-nifty-it-etf
MARCO,1700412,MARCO,marco-cables-conductors-ltd
JINDCAP,3323,JINDCAP,jindal-capital-ltd
OCTAWARE,82804,OCTAWARE,octaware-technologies-ltd
AUSOMENT,133,AUSOMENT,ausom-enterprise-ltd
DALMIASUG,306,DALMIASUG,dalmia-bharat-sugar-and-industries-ltd
RTNINDIA,578,RTNINDIA,rattanindia-enterprises-ltd
LUHARUKA,2523,LUHARUKA,dhansafal-finserve-ltd
RAMAPULP,2128,RAMAPULP,nath-industries-ltd
SBFL,2851,SBFL,shree-bhavya-fabrics-ltd
SHIGAN,837732,SHIGAN,shigan-quantum-technologies-ltd
SPTRSHI,2800,SPTRSHI,saptarishi-agro-industries-ltd
526883,83439,526883,shikhar-consultants-ltd
AUROIMPEX,1448440,AUROIMPEX,auro-impex-chemicals-ltd
TRUALT,3271024,TRUALT,trualt-bioenergy-ltd
LUXIND,1796,LUXIND,lux-industries-ltd
TRITON,2942,TRITON,homre-ltd
CHEMFAB,87857,CHEMFAB,chemfab-alkalis-ltd
DIVIDEND,3369131,DIVIDEND,mirae-asset-bse-500-dividend-leaders-50-etf
BALPHARMA,156,BALPHARMA,bal-pharma-ltd
TTFL,71327,TTFL,trident-texofab-ltd
RHETAN,1005463,RHETAN,rhetan-tmt-ltd
SHREEOSFM,1827287,SHREEOSFM,shree-osfm-e-mobility-ltd
BI,3208,BI,bilcare-ltd
ENIL,381,ENIL,entertainment-network-india-ltd
OTCO,2923,OTCO,otco-international-ltd
KAYPOWR,3295,KAYPOWR,kay-power-and-paper-ltd
WATERBASE,2965,WATERBASE,waterbase-ltd
ALMONDZ,61,ALMONDZ,almondz-global-securities-ltd
SARDAPLY,2728,SARDAPLY,duroply-industries-ltd
ESABINDIA,386,ESABINDIA,esab-india-ltd
PADAMCO,3568,PADAMCO,padam-cotton-yarns-ltd
ELEMARB,3179,ELEMARB,elegant-marbles-grani-industries-ltd
VALIANT,3194,VALIANT,valiant-communications-ltd
ITBETA,1993771,ITBETA,uti-nifty-it-etf
11330367,3271023,11330367,gujarat-peanut-and-agri-products-ltd
HEROMOTOCO,540,HEROMOTOCO,hero-motocorp-ltd
VMSTMT,3257365,VMSTMT,vms-tmt-ltd
CRANEINFRA,4099,CRANEINFRA,crane-infrastructure-ltd
SONAMLTD,97143,SONAMLTD,sonam-ltd
RASANDIK,2890,RASANDIK,rasandik-engineering-industries-ltd
MISHTANN,4319,MISHTANN,mishtann-foods-ltd
16691209,3264365,16691209,nsb-bpo-solutions-ltd
NSLNISP,1368720,NSLNISP,nmdc-steel-ltd
17080272,3212713,17080272,icodex-publishing-solutions-ltd
LIBAS,87814,LIBAS,libas-consumer-products-ltd
AXISTECETF,496674,AXISTECETF,axis-nifty-it-etf
544662,3368191,544662,simandhar-impex-ltd
MARATHON,2137,MARATHON,marathon-nextgen-realty-ltd
MIRCH,2219,MIRCH,harshil-agrotech-ltd
BITS,3180,BITS,bits-ltd
ITBEES,382137,ITBEES,nippon-india-etf-nifty-it
PALASHSECU,61539,PALASHSECU,palash-securities-ltd
ITIETF,382130,ITIETF,icici-prudential-nifty-it-etf
10780028,1051630,10780028,mafia-trends-ltd
VAMA,2542,VAMA,vama-industries-ltd
NPRFIN,3260,NPRFIN,npr-finance-ltd
CIFL,3413,CIFL,capital-india-finance-ltd
IRCON,109297,IRCON,ircon-international-ltd
PUNITCO,2531,PUNITCO,eyantra-ventures-ltd
540266,83557,540266,globe-multi-ventures-ltd
RADIOWALLA,2165249,RADIOWALLA,radiowalla-network-ltd
USHAKIRA,2457,USHAKIRA,ushakiran-finance-ltd
AFFLE,154217,AFFLE,affle-3i-ltd
MILTON,87826,MILTON,milton-industries-ltd
16491124,3243968,16491124,vashishtha-luxury-fashion-ltd
SUPREMEINF,1325,SUPREMEINF,supreme-infrastructure-india-ltd
MKPL,87766,MKPL,m-k-proteins-ltd
12130124,1964485,12130124,gabriel-pet-straps-ltd
ALANKIT,1750,ALANKIT,alankit-ltd
CONTI,87719,CONTI,continental-seeds-and-chemicals-ltd
JETKINGQ,2741,JETKINGQ,jetking-infotrain-ltd
ITETF,1756817,ITETF,mirae-asset-nifty-it-etf
GSAUTO,2605,GSAUTO,g-s-auto-international-ltd
OSIAHYPER,139794,OSIAHYPER,osia-hyper-retail-ltd
MAANALU,809,MAANALU,maan-aluminium-ltd
CEENIKEXPO,3467,CEENIKEXPO,ceenik-exports-india-ltd
CHLOGIST,3754,CHLOGIST,chartered-logistics-ltd
11290627,1144856,11290627,ambo-agritec-ltd
ZAGGLE,1690561,ZAGGLE,zaggle-prepaid-ocean-services-ltd
SUNDARAM,1310,SUNDARAM,sundaram-multi-pap-ltd
13090108,166002,13090108,misquita-engineering-ltd
OPTIVALUE,3238432,OPTIVALUE,optivalue-tek-consulting-ltd
PAKKA,2730,PAKKA,pakka-ltd
SAIANAND,82933,SAIANAND,saianand-commercial-ltd
14095676,2923598,14095676,landmark-global-learning-ltd
DHARMAJ,1157336,DHARMAJ,dharmaj-crop-guard-ltd
HDFCNIFIT,1109035,HDFCNIFIT,hdfc-nifty-it-etf
THIRDFIN,3654,THIRDFIN,uvs-hospitality-and-services-ltd
12190082,1849099,12190082,aik-pipes-and-polymers-ltd
VISIONCO,4730,VISIONCO,vision-corporation-ltd
WEWIN,87796,WEWIN,we-win-ltd
541338,94308,541338,u-h-zaveri-ltd
SBIETFIT,382132,SBIETFIT,sbi-etf-it
15070585,2114463,15070585,koura-fine-diamond-jewelry-ltd
TRANSFREIT,2606,TRANSFREIT,trans-freight-containers-ltd
RUCHISTRIP,2616,RUCHISTRIP,imec-services-ltd
PERFEPA,3132,PERFEPA,perfectpac-ltd
LUMAXTECH,803,LUMAXTECH,lumax-auto-technologies-ltd
HINDCOPPER,551,HINDCOPPER,hindustan-copper-ltd
VALIANTLAB,1710027,VALIANTLAB,valiant-laboratories-ltd
SRGINFOTEC,1284,SRGINFOTEC,pan-india-corporation-ltd
BERYLSE,3630,BERYLSE,beryl-securities-ltd
APOORVA,4308,APOORVA,apoorva-leasing-finance-investment-co-ltd
VSTTILLERS,1503,VSTTILLERS,vst-tillers-tractors-ltd
MITSHI,2976,MITSHI,mitshi-india-ltd
AKSHAR,94311,AKSHAR,akshar-spintex-ltd
CANBK,232,CANBK,canara-bank
13160040,555689,13160040,adeshwar-meditex-ltd
KPITTECH,141324,KPITTECH,kpit-technologies-ltd
SWIGGY,2755533,SWIGGY,swiggy-ltd
16691974,3342104,16691974,ravelcare-ltd
KANSAINER,718,KANSAINER,kansai-nerolac-paints-ltd
HCG,1978,HCG,healthcare-global-enterprises-ltd
RNFI,2446673,RNFI,rnfi-services-ltd
BACPHAR,3035,BACPHAR,bacil-pharma-ltd
GLOBUSCON,3090,GLOBUSCON,globus-power-generation-ltd
MONNETIN,3784,MONNETIN,monind-ltd
GATECH,3678,GATECH,gacm-technologies-ltd
SCANDENT,2739,SCANDENT,family-care-hospitals-ltd
ESFL,1504302,ESFL,essen-speciality-films-ltd
GILLETTE,456,GILLETTE,gillette-india-ltd
PCCOSMA,3003,PCCOSMA,pee-cee-cosma-sope-ltd
KRITI,767,KRITI,kriti-industries-india-ltd
SPICELEC,2745,SPICELEC,spel-semiconductor-ltd
519506,83581,519506,ncc-blue-water-products-ltd
SGBJUN30,2450161,SGBJUN30,2-50-goldbonds2030sr-i
RADIXIND,4729,RADIXIND,radix-industries-india-ltd
GROWWRAIL,2977319,GROWWRAIL,groww-nifty-india-railways-psu-etf
MANILAM,3432675,MANILAM,manilam-industries-india-ltd
TCS,1372,TCS,tata-consultancy-services-ltd
TELESYS,82455,TELESYS,groarc-industries-india-ltd
AXISCADES,141,AXISCADES,axiscades-technologies-ltd
VANICOM,61512,VANICOM,vani-commercials-ltd
16691944,3309032,16691944,safecure-services-ltd
SGBFEB27,2450143,SGBFEB27,2-50-goldbonds2027sr-vi
BHARATRAS,186,BHARATRAS,bharat-rasayan-ltd
JSWSTEEL,699,JSWSTEEL,jsw-steel-ltd
GUJCONT,2637,GUJCONT,gujarat-containers-ltd
KANCOTEA,4400,KANCOTEA,kanco-tea-industries-ltd
JEYYAM,2586585,JEYYAM,jeyyam-global-foods-ltd
DCG,2185064,DCG,dcg-cables-wires-ltd
16692009,3417697,16692009,pan-hr-solution-ltd
LATENTVIEW,717540,LATENTVIEW,latent-view-analytics-ltd
MANAV,87774,MANAV,manav-infra-projects-ltd
SPARCSYS,3564,SPARCSYS,sparc-electrex-ltd
USGTECH,3837,USGTECH,usg-tech-solutions-ltd
TAPIFRUIT,1034922,TAPIFRUIT,tapi-fruit-processing-ltd
11290692,3517340,11290692,m-r-maniveni-foods-ltd
EASEMYTRIP,440808,EASEMYTRIP,easy-trip-planners-ltd
RSTL,61516,RSTL,riddhi-steel-and-tube-ltd
SILKY,3154500,SILKY,silky-overseas-ltd
SVARAJ,82753,SVARAJ,svaraj-trading-agencies-ltd
17350002,2350519,17350002,dindigul-farm-products-ltd
COMMOIETF,1247675,COMMOIETF,icici-prudential-nifty-commodities-etf
CUBEXTUB,296,CUBEXTUB,cubex-tubings-ltd
AAKASH,87833,AAKASH,aakash-exploration-services-ltd
GOPAL,2104571,GOPAL,gopal-snacks-ltd
SECURKLOUD,11,SECURKLOUD,securekloud-technologies-ltd
TMPV,1362,TMPV,tata-motors-passenger-vehicles-ltd
GOLDENPROP,4290,GOLDENPROP,garbi-finvest-ltd
ATVPROJ,2026,ATVPROJ,atv-projects-india-ltd
DENEERS,1461490,DENEERS,de-neers-tools-ltd
ASIAPAK,3419,ASIAPAK,asia-pack-ltd
REFRACTORY,2242833,REFRACTORY,refractory-shapes-ltd
PFIZER,1027,PFIZER,pfizer-ltd
STUDIOLSD,3220073,STUDIOLSD,studio-lsd-ltd
PASUFIN,2502,PASUFIN,pasupati-fincap-ltd
KEERTHI,2787,KEERTHI,keerthi-industries-ltd
540066,83332,540066,ams-polymers-ltd
SEATV,3906,SEATV,sea-tv-network-ltd
SUZLONFIBR,2686,SUZLONFIBR,kush-industries-ltd
PHOTOQUP,3164,PHOTOQUP,photoquip-india-ltd
CESC,256,CESC,cesc-ltd
UNIVPHOTO,186585,UNIVPHOTO,universus-photo-imagings-ltd
MILESTONE,3553,MILESTONE,milestone-global-ltd
RREALTY,3246,RREALTY,real-eco-energy-ltd
INDOTHAI,618,INDOTHAI,indo-thai-securities-ltd
JOYREALTY,2376,JOYREALTY,avishkar-infra-realty-ltd
KCPSUGIND,726,KCPSUGIND,kcp-sugar-industries-corporation-ltd
LAXMIINDIA,3193015,LAXMIINDIA,laxmi-india-finance-ltd
SOLARWORLD,3267079,SOLARWORLD,solarworld-energy-solutions-ltd
SADBHIN,1778,SADBHIN,sadbhav-infrastructure-project-ltd
BRITANNIA,220,BRITANNIA,britannia-industries-ltd
DILIGENT,4542,DILIGENT,diligent-industries-ltd
EFACTOR,1712498,EFACTOR,e-factor-experiences-ltd
AURIGROW,97146,AURIGROW,auri-grow-india-ltd
TATAELXSI,1358,TATAELXSI,tata-elxsi-ltd
TREEHOUSE,1411,TREEHOUSE,tree-house-education-accessories-ltd
ADITYA,2639,ADITYA,aditya-ispat-ltd
SYMBIOX,4241,SYMBIOX,symbiox-investment-trading-co-ltd
BOSTON,82802,BOSTON,boston-commerce-ltd
KALPATARU,3147465,KALPATARU,kalpataru-ltd
ASIANTILES,118,ASIANTILES,asian-granito-india-ltd
SHREEPAC,3237,SHREEPAC,shree-pacetronix-ltd
BRNL,60292,BRNL,bharat-road-network-ltd
SUPRBPA,3782,SUPRBPA,gujjubhai-industries-ltd
RAJMET,110557,RAJMET,rajnandini-metal-ltd
KDL,1484161,KDL,kore-digital-ltd
DHTL,1954284,DHTL,docmode-health-technologies-ltd
SALONA,1170,SALONA,salona-cotspin-ltd
CINERAD,3336,CINERAD,gtt-data-solutions-ltd
SARDAEN,1184,SARDAEN,sarda-energy-minerals-ltd
ATHENAGLO,2768,ATHENAGLO,athena-global-technologies-ltd
ANSALBU,2908,ANSALBU,ansal-buildwell-ltd
CRAYONS,1466182,CRAYONS,crayons-advertising-ltd
AMBAAUTO,3491972,AMBAAUTO,amba-auto-sales-and-services-ltd
RADHIKAJWE,61517,RADHIKAJWE,radhika-jeweltech-ltd
POOJA,72452,POOJA,poojawestern-metaliks-ltd
FCSSOFT,409,FCSSOFT,fcs-software-solutions-ltd
MAPMYINDIA,750563,MAPMYINDIA,c-e-info-systems-ltd
UNIMOVR,2595,UNIMOVR,manbro-industries-ltd
ARFIN,4197,ARFIN,arfin-india-ltd
524534,83383,524534,bhaskar-agrochemicals-ltd
16550809,3373994,16550809,modern-diagnostic-research-centre-ltd
PARKERAC,3058,PARKERAC,parker-agrochem-exports-ltd
GMRP&UI,854535,GMRP&UI,gmr-power-and-urban-infra-ltd
ACESOFT,3613,ACESOFT,ace-software-exports-ltd
AXISGOLD,1603,AXISGOLD,axis-gold-exchange-traded-fund
ANKITMETAL,84,ANKITMETAL,ankit-metal-power-ltd
CRESSAN,2569,CRESSAN,cressanda-railway-solutions-ltd
OSWAYRN,2716,OSWAYRN,oswal-yarns-ltd
PRAKASHSTL,1064,PRAKASHSTL,prakash-steelage-ltd
NATIONALUM,911,NATIONALUM,national-aluminium-company-ltd
LKPSEC,52910,LKPSEC,lkp-securities-ltd
11570151,875302,11570151,shashwat-furnishing-solutions-ltd
BILVYAPAR,195,BILVYAPAR,bil-vyapar-ltd
PARSHWANA,2437,PARSHWANA,parshwanath-corporation-ltd
RRIL,3543,RRIL,rril-ltd
15040066,3256742,15040066,sampat-aluminium-ltd
INDOCRED,3214,INDOCRED,indo-credit-capital-ltd
542155,118444,542155,diksha-greens-ltd
SUNTECHNO,3687,SUNTECHNO,biogen-pharmachem-industries-ltd
MEERA,61531,MEERA,meera-industries-ltd
RAINBOWF,3670,RAINBOWF,rainbow-foundations-ltd
CAPPIPES,4112,CAPPIPES,captain-pipes-ltd
ANDHRSUGAR,81,ANDHRSUGAR,andhra-sugars-ltd
TARAPUR,1353,TARAPUR,tarapur-transformers-ltd
DIGIDRIVE,1577285,DIGIDRIVE,digidrive-distributors-ltd
GLOBE,97166,GLOBE,globe-enterprises-india-ltd
ARCFIN,71315,ARCFIN,arc-finance-ltd
HAVISHA,83567,HAVISHA,sri-havisha-hospitality-and-infrastructure-ltd
CRIZAC,3156545,CRIZAC,crizac-ltd
KAMOPAINTS,1321607,KAMOPAINTS,kamdhenu-ventures-ltd
SURAJEST,1825585,SURAJEST,suraj-estate-developers-ltd
INANI,3470,INANI,inani-marbles-industries-ltd
NALINLEA,3502,NALINLEA,nalin-lease-finance-ltd
HCLTECH,531,HCLTECH,hcl-technologies-ltd
RAJSREESUG,1098,RAJSREESUG,rajshree-sugars-chemicals-ltd
GUJALKALI,510,GUJALKALI,gujarat-alkalies-chemicals-ltd
GANONTR,2580,GANONTR,ganon-products-ltd
VRAJ,2367957,VRAJ,vraj-iron-steel-ltd
RAPIDIN,2101,RAPIDIN,rapid-investments-ltd
OMKARPH,3801,OMKARPH,omkar-pharmachem-ltd
SREERAYALK,2334,SREERAYALK,tgv-sraac-ltd
890217,3172910,890217,aplab-ltd-partly-paidup
BHARATAGRI,3719,BHARATAGRI,bharat-agri-fert-realty-ltd
INDOUS,97106,INDOUS,indo-us-bio-tech-ltd
ALUWIND,2166012,ALUWIND,aluwind-infra-tech-ltd
ORIENTTECH,2520415,ORIENTTECH,orient-technologies-ltd
FELDVR,427,FELDVR,future-retail-limited-dvr
MYSTIC,82385,MYSTIC,mystic-electronics-ltd
CITADEL,2124,CITADEL,citadel-realty-developers-ltd
SILVERO,2544,SILVERO,silver-oak-commercials-ltd
WELCURE,3066,WELCURE,welcure-drugs-pharmaceuticals-ltd
12542040,3506941,12542040,goldline-pharmaceutical-ltd
GUJTLRM,4723,GUJTLRM,gujarat-toolroom-ltd
YORKEXP,3367,YORKEXP,york-exports-ltd
DITCO,4269,DITCO,decorous-investment-trading-co-ltd
IOSYSTEM,2973,IOSYSTEM,trans-india-house-impex-ltd
SURYVANSPG,2676,SURYVANSPG,suryavanshi-spinning-mills-ltd
AISHWARYA,3885,AISHWARYA,telogica-ltd
GTPL,54901,GTPL,gtpl-hathway-ltd
SANGANI,1587029,SANGANI,sangani-hospitals-ltd
GUJAPOLLO,511,GUJAPOLLO,gujarat-apollo-industries-ltd
INTERDIGI,3783,INTERDIGI,interworld-digital-ltd
ARISE,3444,ARISE,arihants-securities-ltd
COMFINTE,3504,COMFINTE,comfort-intech-ltd
PIONRINV,2342,PIONRINV,pioneer-investcorp-ltd
KHATJUNKER,2165,KHATJUNKER,indokem-ltd
PRECISION,941098,PRECISION,precision-metaliks-ltd
VPRPL,1636180,VPRPL,vishnu-prakash-r-punglia-ltd
TUNWAL,2429154,TUNWAL,tunwal-e-motors-ltd
UNIDT,2875,UNIDT,united-drilling-tools-ltd
PCPROD,4236,PCPROD,samsrita-labs-ltd
ALPEXSOLAR,1992193,ALPEXSOLAR,alpex-solar-ltd
RBS,2191549,RBS,ramdevbaba-solvent-ltd
SGBFEB28IX,2450144,SGBFEB28IX,2-50-goldbonds2028sr-ix
GOLDBND,3360918,GOLDBND,bandhan-gold-etf
GOKULAGRO,1981,GOKULAGRO,gokul-agro-resources-ltd
SETFGOLD,1594,SETFGOLD,sbi-gold-exchange-traded-scheme-growth-option
JMGCORP,2969,JMGCORP,jmg-corporation-ltd
ASTRAZEN,124,ASTRAZEN,astrazeneca-pharma-india-ltd
SDBL,1197,SDBL,som-distilleries-breweries-ltd
VAKRANGEE,1464,VAKRANGEE,vakrangee-ltd
IRCTC,167028,IRCTC,indian-railway-catering-tourism-corporation-ltd
A2ZINFRA,12,A2ZINFRA,a2z-infra-engineering-ltd
17150090,2799243,17150090,rajesh-power-services-ltd
GOLDIETF,1601,GOLDIETF,icici-prudential-gold-etf
MEHIF,2446,MEHIF,mehta-integrated-finance-ltd
SGBJAN30IX,2450152,SGBJAN30IX,2-50-goldbonds2030sr-ix
IVZINGOLD,1598,IVZINGOLD,invesco-india-gold-exchange-traded-fund-open-ended
BLBLIMITED,203,BLBLIMITED,blb-ltd
IPOWER,2573,IPOWER,i-power-solutions-india-ltd
BYKE,1385,BYKE,the-byke-hospitality-ltd
INDIAMART,149049,INDIAMART,indiamart-intermesh-ltd
GGBL,2401651,GGBL,ganesh-green-bharat-ltd
AARADHYA,3200491,AARADHYA,aaradhya-disposal-industries-ltd
AJOONI,87875,AJOONI,ajooni-biotech-ltd
PROFX,3148898,PROFX,pro-fx-tech-ltd
13521208,2213859,13521208,faalcon-concepts-ltd
TTL,1422,TTL,t-t-ltd
890229,3371006,890229,annvrridhhi-ventures-ltd-partly-paidup
SKILVEN,4136,SKILVEN,skyline-ventures-india-ltd
TIPSFILMS,1073740,TIPSFILMS,tips-films-ltd
WIMPLAST,3163,WIMPLAST,wim-plast-ltd
MPCOSEMB,2248,MPCOSEMB,mipco-seamless-rings-gujarat-ltd
VILINBIO,1499472,VILINBIO,vilin-bio-med-ltd
TUMUSEL,2172,TUMUSEL,modulex-construction-technologies-ltd
