URL,HTTP Method,Provider / Domain,Code Sources / References
https://www.moneycontrol.com/,GET,MoneyControl,"analyst_estimates_snapshot.py:32, backfill_sector_mc.py:81, intraday_fetcher.py:38, mcApiService.ts:312, moneycontrol_fetcher.py:32"
https://www.moneycontrol.com/mc/widget/historicalrating/ratingPro?classic=true&type=gson&sc_did=${scId}&period=${period}&dur=6m,GET,MoneyControl,mcApiService.ts:597
https://www.moneycontrol.com/mc/widget/historicalrating/ratingPro?classic=true&type=gson&sc_did={sc_id}&period={period}&dur=6m,GET,MoneyControl,explore_mc_tl.py:380
https://www.moneycontrol.com/mc/widget/historicalrating?classic=true&type=gson&indice_id={sym}&period={period},GET,MoneyControl,explore_mc_tl.py:290
https://www.moneycontrol.com/mc/widget/mcessentials?sc_did={sc_id}&sc_id={sc_id},GET,MoneyControl,explore_mc_tl.py:396
https://www.moneycontrol.com/mc/widget/mcfinancials/getFinancialData?classic=true&referenceId=ratios&requestType=S&scId=${map.mcsymbol}&frequency=3,GET,MoneyControl,marketData.ts:50
https://www.moneycontrol.com/mc/widget/mcfinancials/getFinancialData?classic=true&referenceId=ratios&requestType=S&scId=${scId}&frequency=3,GET,MoneyControl,mcApiService.ts:652
https://www.moneycontrol.com/mc/widget/mcinsider?classic=true&sc_did={mcsymbol}&sc_id={mcsymbol},GET,MoneyControl,moneycontrol_fetcher.py:362
https://www.moneycontrol.com/mc/widget/mcinsider?sc_did={sc_id}&sc_id={sc_id},GET,MoneyControl,explore_mc_tl.py:392
https://www.moneycontrol.com/mc/widget/mcinsights?sc_did={sc_id}&sc_id={sc_id},GET,MoneyControl,explore_mc_tl.py:394
https://www.moneycontrol.com/mc/widget/mcshareholding/getShareholdingPattern?classic=true&scId=${scId},GET,MoneyControl,mcApiService.ts:666
https://www.moneycontrol.com/mc/widget/pricechart_technicals/moving_average?sc_did=${scId}&page=mc_technicals&classic=true&period=${period},GET,MoneyControl,mcApiService.ts:625
https://www.moneycontrol.com/mc/widget/pricechart_technicals/moving_average_crossovers?sc_did=${scId}&page=mc_technicals&classic=true&period=${period},GET,MoneyControl,mcApiService.ts:639
https://www.moneycontrol.com/mc/widget/pricechart_technicals/pivot_level?sc_did=${scId}&page=mc_technicals&classic=true&period=${period},GET,MoneyControl,mcApiService.ts:632
https://www.moneycontrol.com/mc/widget/pricechart_technicals/pivot_level?sc_did={sc_id}&page=mc_technicals&classic=true&period={period},GET,MoneyControl,explore_mc_tl.py:376
https://www.moneycontrol.com/mc/widget/pricechart_technicals/technical_indicator?sc_did=${scId}&page=mc_technicals&classic=true&period=${period},GET,MoneyControl,mcApiService.ts:646
https://www.moneycontrol.com/mc/widget/pricechart_technicals/technical_rating_summary?sc_did=${scId}&page=mc_technicals&classic=true&period=${period},GET,MoneyControl,mcApiService.ts:618
https://www.moneycontrol.com/mc/widget/pricechart_technicals/{widget}?sc_did={sc_id}&page=mc_technicals&period=D&classic=true&period={period},GET,MoneyControl,explore_mc_tl.py:372
https://www.moneycontrol.com/mc/widget/stockscans?classic=true&sc_did={mcsymbol}&sc_id={mcsymbol},GET,MoneyControl,moneycontrol_fetcher.py:364
https://www.moneycontrol.com/mc/widget/stockvitals?classic=true&sc_did={mcsymbol}&sc_id={mcsymbol}&slug={slug},GET,MoneyControl,moneycontrol_fetcher.py:363
https://www.moneycontrol.com/mc/widget/swot/swotCount?scDid={sc_id}&device_type=desktop&scId={sc_id}&stkname=bharatelectronics,GET,MoneyControl,explore_mc_tl.py:384
https://www.moneycontrol.com/mcapi/v1/quote/${stockMapping.mcsymbol},GET,MoneyControl,liveStockData.ts:247
https://www.moneycontrol.com/mccode/common/autosuggestion_solr.php?query=${encodeURIComponent(upperQuery)}&type=1&format=json,GET,MoneyControl,stockMapping.ts:52
https://www.moneycontrol.com/newsapi/mc_news.php?query=tags_slug:(,GET,MoneyControl,"explore_mc_tl.py:523, explore_mc_tl.py:525, explore_mc_tl.py:527"
https://www.moneycontrol.com/rss/brokerageresearch.xml,GET,MoneyControl,newsSentimentService.ts:91
https://www.moneycontrol.com/rss/business.xml,GET,MoneyControl,newsSentimentService.ts:88
https://www.moneycontrol.com/rss/economy.xml,GET,MoneyControl,newsSentimentService.ts:89
https://www.moneycontrol.com/rss/latestnews.xml,GET,MoneyControl,newsSentimentService.ts:86
https://www.moneycontrol.com/rss/marketreports.xml,GET,MoneyControl,newsSentimentService.ts:87
https://www.moneycontrol.com/rss/mfnews.xml,GET,MoneyControl,newsSentimentService.ts:90
https://www.moneycontrol.com/stocks/company_info/get_vwap_chart_data.php?classic=true&sc_did=${scId},GET,MoneyControl,mcApiService.ts:818
https://www.moneycontrol.com/stocks/company_info/get_vwap_chart_data.php?classic=true&sc_did={sc_id},GET,MoneyControl,explore_mc_tl.py:398
https://archives.nseindia.com/products/content/sec_bhavdata_full_${ddmmyyyy}.csv,GET,NSE India,deliveryFetcher.ts:9
https://www.nseindia.com,GET,NSE India,"fii_dii_fetcher.py:46, test_fii.py:18, fii_dii_fetcher.py:48"
https://www.nseindia.com/api/fiidiiTradeReact,GET,NSE India,"fii_dii_fetcher.py:21, sentiment.router.ts:66, test_fii.py:19, fii_dii_fetcher.py:23"
https://www.nseindia.com/api/option-chain-equities?symbol={symbol},GET,NSE India,"pcr_fetcher.py:27, pcr_engine.py:14, pcr_fetcher.py:26"
https://www.nseindia.com/api/option-chain-indices?symbol={symbol},GET,NSE India,"pcr_fetcher.py:28, pcr_engine.py:15, pcr_fetcher.py:27"
https://www.nseindia.com/market-data/fii-dii-activity,GET,NSE India,"fii_dii_fetcher.py:31, test_fii.py:11, fii_dii_fetcher.py:33"
https://www.nseindia.com/option-chain,GET,NSE India,"pcr_fetcher.py:56, pcr_engine.py:25, pcr_fetcher.py:37"
https://webapi.niftytrader.in/webapi/Analysis/stock-analysis-data,POST,NiftyTrader,niftytraderService.ts:59
https://webapi.niftytrader.in/webapi/Analysis/stock-financial-data,POST,NiftyTrader,niftytraderService.ts:64
https://webapi.niftytrader.in/webapi/Analysis/stock-industry-data,POST,NiftyTrader,niftytraderService.ts:54
https://webapi.niftytrader.in/webapi/Resource/nse-break-out-data,GET,NiftyTrader,marketData.ts:281
https://webapi.niftytrader.in/webapi/Screener/advance-eod-screener-filter,POST,NiftyTrader,marketIntelService.ts:576
https://webapi.niftytrader.in/webapi/Screener/live-market-filter-data,POST,NiftyTrader,marketIntelService.ts:529
https://webapi.niftytrader.in/webapi/Symbol/other-stock-spot-data?symbol=INDIA+VIX,GET,NiftyTrader,marketIntelService.ts:500
https://webapi.niftytrader.in/webapi/Symbol/symbol-expiry-all?symbol=${symbol}&exchange=nse,GET,NiftyTrader,trendlyne.router.ts:43
https://webapi.niftytrader.in/webapi/Symbol/symbol-expiry-all?symbol=nifty&exchange=nse,GET,NiftyTrader,"fnoService.ts:190, trendlyneService.ts:452"
https://webapi.niftytrader.in/webapi/option/option-chain-data,GET,NiftyTrader,pcr_fetcher.py:35
https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=${encodeURIComponent(symbol)}&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0,GET,NiftyTrader,marketIntelService.ts:475
https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol=${normalizedSymbol}&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0,GET,NiftyTrader,optionChainService.ts:52
https://webapi.niftytrader.in/webapi/option/option-chain-data?symbol={symbol}&exchange=nse&expiryDate=&atmBelow=0&atmAbove=0,GET,NiftyTrader,"pcr_engine.py:48, pcr_fetcher.py:63"
https://webapi.niftytrader.in/webapi/symbol/psymbol-list,GET,NiftyTrader,"marketIntelService.ts:463, optionChainService.ts:23"
https://webapi.niftytrader.in/webapi/symbol/top-gainers-data?fno_stock=false,GET,NiftyTrader,topMoversService.ts:29
https://webapi.niftytrader.in/webapi/usstock/global-market,GET,NiftyTrader,globalMarketService.ts:22
https://www.niftytrader.in,GET,NiftyTrader,"optionChainService.ts:62, pcr_fetcher.py:45"
https://www.niftytrader.in/,GET,NiftyTrader,"niftytraderService.ts:34, optionChainService.ts:61, pcr_fetcher.py:44"
https://www.niftytrader.in/webapis,GET,NiftyTrader,explore_mc_tl.py:1040
https://portal.tradebrains.in,GET,TradeBrains,"misc.router.ts:156, misc.router.ts:176"
https://portal.tradebrains.in/_next/data/lfAyTpIj109Gy_zVNBBu_/stocks/${symbol}.json?symbol=${symbol},GET,TradeBrains,tradebrainsService.ts:20
https://portal.tradebrains.in/api/prices/investments/dii-investments/,GET,TradeBrains,fii_dii_backfill.py:9
https://portal.tradebrains.in/api/prices/investments/fii-investments/,GET,TradeBrains,fii_dii_backfill.py:8
https://portal.tradebrains.in/api/prices/superstar/portfolio/star/view/?page_size=100&page=1&search=,GET,TradeBrains,misc.router.ts:150
https://portal.tradebrains.in/api/prices/superstar/stocklist/${encodeURIComponent(input.slug)}/?quater=${input.quarter}&sort_by=total_quantity&is_ascending=false,GET,TradeBrains,misc.router.ts:170
https://portal.tradebrains.in/superstar-portfolio,GET,TradeBrains,misc.router.ts:155
https://portal.tradebrains.in/superstar-portfolio/${input.slug},GET,TradeBrains,misc.router.ts:175
https://tradebrains.in/feed/,GET,TradeBrains,newsSentimentService.ts:98
https://s3.tradingview.com/external-embedding/embed-widget-events.js,GET,TradingView,TradingViewWidgets.tsx:107
https://s3.tradingview.com/external-embedding/embed-widget-market-overview.js,GET,TradingView,TradingViewWidgets.tsx:245
https://s3.tradingview.com/external-embedding/embed-widget-stock-heatmap.js,GET,TradingView,TradingViewWidgets.tsx:143
https://s3.tradingview.com/external-embedding/embed-widget-technical-analysis.js,GET,TradingView,TradingViewWidgets.tsx:70
https://s3.tradingview.com/external-embedding/embed-widget-ticker-tape.js,GET,TradingView,TradingViewWidgets.tsx:17
https://s3.tradingview.com/tv.js,GET,TradingView,TradingViewWidgets.tsx:216
https://kayal.trendlyne.com/,GET,Trendlyne,"trendlyneScreener.ts:430, trendlyneScreener.ts:558, trendlyneScreener.ts:767"
https://kayal.trendlyne.com/broker-webview/kayal/,GET,Trendlyne,explore_mc_tl.py:828
https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/,GET,Trendlyne,trendlyneScreener.ts:14
https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=${perPageCount}&pageNumber=0&screenpk=${screenpk}&groupType=all&groupName=,GET,Trendlyne,mcApiService.ts:831
https://kayal.trendlyne.com/broker-webview/kayal/all-in-one-screener-data-get/?perPageCount=200&pageNumber=0&screenpk={}&groupType=all&groupName=,GET,Trendlyne,test.py:1
https://kayal.trendlyne.com/x/get/?perPageCount=200&pageNumber=0&screenpk=19814&groupType=all,GET,Trendlyne,test_url_explorer_normalizer.py:24
https://kayal.trendlyne.com/x/get/?perPageCount=200&pageNumber=0&screenpk=3057&groupType=all,GET,Trendlyne,test_url_explorer_normalizer.py:25
https://kayal.trendlyne.com/x/get/?perPageCount=200&pageNumber=0&screenpk=6211&groupType=all,GET,Trendlyne,test_url_explorer_normalizer.py:26
https://smartoptions.trendlyne.com/dashboard/options/,GET,Trendlyne,fnoService.ts:233
https://smartoptions.trendlyne.com/phoenix/api/fno/market/filter/?mtype=${mtype}&expDate=${dates.iso}&screenType=${screenType},GET,Trendlyne,fnoService.ts:223
https://smartoptions.trendlyne.com/phoenix/api/fno/option/chain/?stockCode=${stockCode}&expDate=${expDate},GET,Trendlyne,trendlyneService.ts:476
https://trendlyne.com/,GET,Trendlyne,"marketData.ts:314, marketData.ts:354, trendlyneService.ts:14, trendlyneService.ts:325, trendlyneService.ts:362"
https://trendlyne.com/equity/api/stock/adv-technical-analysis/${tlid}/${dur}/?format=json,GET,Trendlyne,trendlyneService.ts:323
https://trendlyne.com/equity/getStockMetricParameterList/${tlid}/,GET,Trendlyne,trendlyneService.ts:248
https://trendlyne.com/equity/overview-second-part/${tlid}/,GET,Trendlyne,trendlyneService.ts:355
https://trendlyne.com/fundamentals/all-in-one-screener-data-get/?perPageCount=25&pageNumber=0&query=FIIPCT1Q+%3E+1&columns=FIIPCT1Q%2Csholding_date%2CcurrentPrice%2Cday_changeP&groupType=all&groupName=&sortBy=FIIPCT1Q&order=DESC,GET,Trendlyne,explore_mc_tl.py:692
https://trendlyne.com/fundamentals/all-in-one-screener-data-get/?perPageCount=25&pageNumber=0&query=vol_day+%3E%3D+1.5+*+vol_week&columns=vol_day%2Cvol_week%2CcurrentPrice%2Cday_changeP&groupType=all&groupName=&sortBy=vol_day&order=DESC,GET,Trendlyne,explore_mc_tl.py:695
https://trendlyne.com/fundamentals/api/sector-rotation/indices/?format=json&metric=count,GET,Trendlyne,trendlyneService.ts:424
https://trendlyne.com/fundamentals/api/sector-rotation/sector/?format=json&metric=count,GET,Trendlyne,trendlyneService.ts:401
https://trendlyne.com/fundamentals/json-screener/${screenerId}/5/0/index/NIFTY500/nifty-500/,GET,Trendlyne,marketData.ts:309
https://trendlyne.com/fundamentals/json-screener/{pk}/5/0/index/NIFTY500/nifty-500/,GET,Trendlyne,explore_mc_tl.py:677
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk=${screenpk}&perPageCount=${limit}&groupType=all&groupName=all,GET,Trendlyne,marketData.ts:349
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk=19814&perPageCount=25&groupType=index&groupName=NIFTY500&groupSlug=nifty-500,GET,Trendlyne,explore_mc_tl.py:701
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk=515760&perPageCount=25&groupType=all&groupName=all,GET,Trendlyne,explore_mc_tl.py:698
https://trendlyne.com/fundamentals/tl-all-in-one-screener-data-get/?screenpk={pk}&perPageCount=25&groupType=all&groupName=all,GET,Trendlyne,"explore_mc_tl.py:682, explore_mc_tl.py:687"
https://trendlyne.com/futures-options/api-filter/{inst}/{expiry_slug}-{tenor}/{filter_type}{path_suffix},GET,Trendlyne,explore_mc_tl.py:709
https://trendlyne.com/futures-options/api/heatmap/${dates.trendlyne}-near/all/price/,GET,Trendlyne,fnoService.ts:279
https://trendlyne.com/futures-options/heatmap/,GET,Trendlyne,fnoService.ts:286
https://trendlyne.com/mutual-fund/getMFhome/?category={cat},GET,Trendlyne,explore_mc_tl.py:715
https://trendlyne.com/web-widget/checklist-widget/${map.tlid}/${symbol.toUpperCase()}/,GET,Trendlyne,trendlyneService.ts:107
https://trendlyne.com/web-widget/qvt-widget/${map.tlid}/${symbol.toUpperCase()}/,GET,Trendlyne,trendlyneService.ts:171
https://trendlyne.com/web-widget/qvt-widget/1594/INFY/,GET,Trendlyne,test_url_explorer_normalizer.py:43
https://trendlyne.com/web-widget/qvt-widget/533/HDFCBANK/,GET,Trendlyne,test_url_explorer_normalizer.py:42
https://trendlyne.com/web-widget/swot-widget/${map.tlid}/${symbol.toUpperCase()}/,GET,Trendlyne,trendlyneService.ts:53
https://fc.yahoo.com,GET,Yahoo Finance,"backfill_sector_industry.py:59, fundamentalsSyncService.ts:90, liveStockData.ts:57"
https://in.finance.yahoo.com/news/rss,GET,Yahoo Finance,newsSentimentService.ts:97
https://query1.finance.yahoo.com/v8/finance/chart/${symbol}.NS?interval=1d&range=1d,GET,Yahoo Finance,liveStockData.ts:196
https://query2.finance.yahoo.com/v1/test/getcrumb,GET,Yahoo Finance,"backfill_sector_industry.py:61, fundamentalsSyncService.ts:99, liveStockData.ts:67"
"https://query2.finance.yahoo.com/v10/finance/quoteSummary/${symbol}.NS?modules=financialData,defaultKeyStatistics&crumb=${encodeURIComponent(auth.crumb)}",GET,Yahoo Finance,fundamentalsSyncService.ts:363
https://query2.finance.yahoo.com/v10/finance/quoteSummary/{symbol}.NS,GET,Yahoo Finance,backfill_sector_industry.py:74
https://query2.finance.yahoo.com/v7/finance/quote?symbols=${yfSymbols}${crumbParam},GET,Yahoo Finance,liveStockData.ts:141
https://query2.finance.yahoo.com/v7/finance/quote?symbols=${yfSymbols}&fields=${fields}&crumb=${encodeURIComponent(auth.crumb)},GET,Yahoo Finance,fundamentalsSyncService.ts:250
https://query2.finance.yahoo.com/v8/finance/chart/{ticker},GET,Yahoo Finance,backfill_ohlcv.py:55
https://api.stockedge.com/Api,GET,api.stockedge.com,explore_mc_tl.py:1109
https://feeds.feedburner.com/ndtvnews-business,GET,feeds.feedburner.com,newsSentimentService.ts:93
https://feeds.reuters.com/reuters/INbusinessNews,GET,feeds.reuters.com,newsSentimentService.ts:101
https://feeds.reuters.com/reuters/businessNews,GET,feeds.reuters.com,newsSentimentService.ts:100
https://finnhub.io/api/v1/quote?symbol=${symbol}.NS&token=${apiKey},GET,finnhub.io,liveStockData.ts:283
https://frapi.marketsmojo.com,GET,frapi.marketsmojo.com,explore_mc_tl.py:987
https://github.com),GET,github.com),newsSentimentService.ts:271
https://news.google.com/rss/search?q=${q}&hl=en-IN&gl=IN&ceid=IN:en,GET,news.google.com,newsSentimentService.ts:349
https://ticker.finology.in,GET,ticker.finology.in,explore_mc_tl.py:945
https://trading80.com/api,GET,trading80.com,explore_mc_tl.py:1161
https://www.business-standard.com/rss/companies-101.rss,GET,www.business-standard.com,newsSentimentService.ts:83
https://www.business-standard.com/rss/markets-106.rss,GET,www.business-standard.com,newsSentimentService.ts:82
https://www.cnbctv18.com/commonfeeds/v1/cne/rss/market.xml,GET,www.cnbctv18.com,newsSentimentService.ts:96
https://www.financialexpress.com/market/feed/,GET,www.financialexpress.com,newsSentimentService.ts:94
https://www.ft.com/rss/home/uk,GET,www.ft.com,newsSentimentService.ts:102
https://www.livemint.com/rss/companies,GET,www.livemint.com,newsSentimentService.ts:85
https://www.livemint.com/rss/markets,GET,www.livemint.com,newsSentimentService.ts:84
https://www.thehindubusinessline.com/markets/?service=rss,GET,www.thehindubusinessline.com,newsSentimentService.ts:92
https://www.zeebiz.com/market-news/rss.xml,GET,www.zeebiz.com,newsSentimentService.ts:95
